股票代码,时间,收盘价,涨跌幅,换手率
00002,2019-03,85.4913,3.6469,6.68
00002,2018-12,82.9262,-2.4596,8.6
00002,2018-09,81.1607,7.5777,8.18
00002,2018-06,76.4459,5.0733,6.23
00002,2018-03,71.4864,1.0736,7.92
00002,2017-12,73.963,0.4807,5.2
00002,2017-09,75.2609,-1.8764,5.61
00002,2017-06,73.5089,1.7718,5.66
00002,2017-03,66.0565,10.2237,6.66
00002,2016-12,65.0911,-7.6407,7.28
00002,2016-09,70.9772,1.5386,7.4
00002,2016-06,61.7962,8.5169,9.44
00002,2016-03,55.1926,4.7681,7.26
00002,2015-12,56.6974,-0.2609,6.85
00002,2015-09,54.1273,0.229,7.79
00002,2015-06,55.6502,-1.6042,8.12
00002,2015-03,55.4563,0.4146,6.26
00002,2014-12,52.1169,4.1448,5.7
00003,2019-03,16.0,2.62,5.32
00003,2018-12,14.66,0.68,5.36
00003,2018-09,14.7658,0.76,5.36
00003,2018-06,14.2417,0.57,6.68
00003,2018-03,13.0312,0.69,6.0
00003,2017-12,13.0134,0.52,4.21
00003,2017-09,12.7147,0.1,4.39
00003,2017-06,12.034,0.65,5.4
00003,2017-03,10.8147,1.48,4.75
00003,2016-12,10.6881,-0.72,5.9
00003,2016-09,10.8998,0.49,4.67
00003,2016-06,9.8613,0.92,5.44
00003,2016-03,9.2283,-0.49,5.25
00003,2015-12,10.1427,0.49,4.85
00003,2015-09,9.978,-1.24,6.84
00003,2015-06,10.9688,-0.01,7.71
00003,2015-03,10.7257,0.1,5.09
00003,2014-12,10.3373,0.61,5.12
00004,2019-03,19.5311,3.2447,5.98
00004,2018-12,18.3903,-0.8833,6.2
00004,2018-09,20.8489,-3.5624,7.26
00004,2018-06,24.1212,-0.7836,8.86
00004,2018-03,24.9717,-0.0432,19.59
00004,2017-12,22.5778,-39.9849,16.88
00004,2017-09,59.1881,4.509,9.22
00004,2017-06,59.2808,-1.8439,7.72
00004,2017-03,46.9905,15.145,8.58
00004,2016-12,45.0873,-4.4353,8.73
00004,2016-09,41.1673,9.0719,11.28
00004,2016-06,34.9787,5.3045,9.69
00004,2016-03,29.9141,-0.5265,10.63
00004,2015-12,36.0359,-0.4483,6.3
00004,2015-09,34.8202,-6.9247,10.97
00004,2015-06,43.0691,-2.2689,13.23
00004,2015-03,41.5225,-1.5549,10.27
00004,2014-12,44.7101,0.6753,7.95
00005,2019-03,61.4766,0.7102,6.23
00005,2018-12,58.844,-3.7,6.35
00005,2018-09,63.7091,-3.85,5.37
00005,2018-06,68.3217,0.3,5.32
00005,2018-03,69.4069,-4.11,10.2
00005,2017-12,69.1656,3.85,7.23
00005,2017-09,65.5342,4.22,8.16
00005,2017-06,55.3817,9.16,7.25
00005,2017-03,54.3522,2.31,6.93
00005,2016-12,49.4556,5.14,8.57
00005,2016-09,39.1485,8.36,2.36
00005,2016-06,37.6854,-0.91,0.0
00005,2016-03,38.5818,-11.03,0.0
00005,2015-12,47.0576,3.39,0.0
00005,2015-09,45.4184,-9.98,0.0
00005,2015-06,51.6361,2.73,0.0
00005,2015-03,50.3452,-5.69,0.0
00005,2014-12,55.0403,-4.26,0.0
00006,2019-03,51.85,-0.05,15.3
00006,2018-12,51.35,0.0,8.15
00006,2018-09,53.6067,0.43,10.07
00006,2018-06,53.2615,-6.84,13.52
00006,2018-03,55.7363,3.46,16.51
00006,2017-12,56.6071,-1.48,5.94
00006,2017-09,52.8052,5.25,11.17
00006,2017-06,50.4737,3.0,10.17
00006,2017-03,48.3549,2.33,10.3
00006,2016-12,47.8243,-5.12,8.04
00006,2016-09,48.7183,3.72,8.3
00006,2016-06,47.071,-4.34,13.53
00006,2016-03,45.0936,5.49,9.08
00006,2015-12,46.8674,-1.26,9.51
00006,2015-09,43.2737,1.65,10.06
00006,2015-06,46.0775,-5.8,8.76
00006,2015-03,47.8296,2.73,7.72
00006,2014-12,44.4391,4.31,6.94
00007,2019-03,0.84,-0.05,12.86
00007,2018-12,0.85,-0.09,4.33
00007,2018-09,0.87,0.05,10.25
00007,2018-06,1.0,0.04,6.45
00007,2018-03,0.89,0.2,1.82
00007,2017-12,0.84,0.0,2.28
00007,2017-09,0.76,0.11,2.28
00007,2017-06,0.78,0.07,6.24
00007,2017-03,0.66,0.05,6.93
00007,2016-12,0.65,-0.03,5.8
00007,2016-09,0.61,0.14,7.23
00007,2016-06,0.5,-0.08,5.71
00007,2016-03,0.495,-0.02,3.94
00007,2015-12,0.56,0.15,10.39
00007,2015-09,0.52,-0.83,11.74
00007,2015-06,1.01,0.33,29.58
00007,2015-03,0.99,-0.05,12.28
00007,2014-12,0.85,-0.04,12.81
00008,2019-03,4.39,0.37,7.52
00008,2018-12,4.19,-0.05,7.6
00008,2018-09,4.07,0.23,4.99
00008,2018-06,4.2157,0.09,6.71
00008,2018-03,4.0377,0.0,7.75
00008,2017-12,3.9346,0.3,6.44
00008,2017-09,3.8972,-0.14,6.41
00008,2017-06,3.9781,-0.16,6.9
00008,2017-03,3.691,0.54,13.25
00008,2016-12,3.6558,-0.5,8.12
00008,2016-09,4.1844,-0.3,9.51
00008,2016-06,4.1845,0.29,6.68
00008,2016-03,3.4549,0.38,7.45
00008,2015-12,3.3459,0.48,6.36
00008,2015-09,3.2705,-0.53,9.49
00008,2015-06,3.7912,-0.12,10.97
00008,2015-03,3.5341,-0.48,10.24
00008,2014-12,3.8233,0.33,6.04
00009,2019-03,0.212,-0.025,0.85
00009,2018-12,0.236,0.01,3.56
00009,2018-09,0.26,-0.07,7.43
00009,2018-06,0.28,-0.02,10.85
00009,2018-03,0.26,0.01,16.9
00009,2017-12,0.235,0.02,11.69
00009,2017-09,0.25,0.02,12.99
00009,2017-06,0.29,-0.15,30.51
00009,2017-03,0.295,-0.11,23.94
00009,2016-12,0.325,0.14,62.96
00009,2016-09,0.228,-0.02,55.9
00009,2016-06,0.24,-0.56,86.14
00009,2016-03,0.91,-0.34,11.9
00009,2015-12,0.76,0.57,34.98
00009,2015-09,0.65,-1.32,16.96
00009,2015-06,0.495,1.57,90.63
00009,2015-03,0.5,-0.13,2.08
00009,2014-12,0.5,0.03,2.64
00010,2019-03,19.24,5.26,5.45
00010,2018-12,19.12,-0.86,6.98
00010,2018-09,19.5,-1.01,5.38
00010,2018-06,21.5037,-2.97,6.3
00010,2018-03,24.7249,-3.0,4.11
00010,2017-12,25.2079,0.65,3.71
00010,2017-09,26.56,-3.91,3.07
00010,2017-06,29.3114,-0.22,3.36
00010,2017-03,25.183,5.82,5.11
00010,2016-12,24.6182,-2.33,15.09
00010,2016-09,21.2349,6.02,5.25
00010,2016-06,18.756,1.44,6.06
00010,2016-03,17.7384,-2.67,10.46
00010,2015-12,21.968,-1.03,5.35
00010,2015-09,23.5176,-7.11,6.25
00010,2015-06,30.4627,-1.15,3.57
00010,2015-03,29.8694,0.15,6.09
00010,2014-12,30.4044,-2.92,2.08
00011,2019-03,162.9337,21.2142,5.02
00011,2018-12,170.2952,-34.85,6.02
00011,2018-09,187.0482,17.24,4.31
00011,2018-06,172.1484,15.32,4.37
00011,2018-03,165.8097,-9.01,4.7
00011,2017-12,170.8314,4.54,2.73
00011,2017-09,149.6262,26.51,3.3
00011,2017-06,142.0413,6.39,2.83
00011,2017-03,131.6288,14.68,3.9
00011,2016-12,124.2401,6.32,3.95
00011,2016-09,117.6178,6.63,4.42
00011,2016-06,114.5651,-3.3,4.74
00011,2016-03,103.6054,-4.09,6.35
00011,2015-12,118.1719,7.07,4.16
00011,2015-09,111.0408,-10.48,6.01
00011,2015-06,116.9242,9.18,4.79
00011,2015-03,104.1503,9.37,4.69
00011,2014-12,100.8923,3.68,3.73
00012,2019-03,38.0,10.9,5.4
00012,2018-12,36.15,-0.35,4.29
00012,2018-09,38.3,-1.64,4.15
00012,2018-06,40.7006,-3.84,5.32
00012,2018-03,42.9765,-0.39,5.41
00012,2017-12,41.8363,-0.23,5.75
00012,2017-09,37.2993,7.54,6.45
00012,2017-06,37.1191,0.61,4.58
00012,2017-03,31.6729,5.33,3.9
00012,2016-12,31.0936,-3.67,4.06
00012,2016-09,32.6807,2.21,4.86
00012,2016-06,29.6667,0.93,5.46
00012,2016-03,25.448,0.08,9.5
00012,2015-12,31.2316,0.96,4.58
00012,2015-09,30.2333,-4.7,7.44
00012,2015-06,33.0646,2.33,6.78
00012,2015-03,30.3673,0.1,6.76
00012,2014-12,29.5187,2.41,6.27
00013,2015-05,105.1,7.4,4.31
00013,2015-03,84.4792,18.09,9.1
00013,2014-12,84.5775,-4.64,7.65
00013,2014-09,90.8225,-11.74,9.22
00013,2014-06,92.8967,3.01,5.12
00013,2014-03,86.4319,-2.39,0.0
00013,2013-12,84.6996,11.42,0.0
00013,2013-09,73.4041,10.27,0.0
00013,2013-06,69.3739,0.53,0.0
00013,2013-03,70.9848,-0.01,0.0
00013,2012-12,66.4482,5.07,0.0
00013,2012-09,58.677,7.8,0.0
00013,2012-06,54.5299,-9.6,0.0
00013,2012-03,55.1374,10.83,0.0
00013,2011-12,46.2137,5.71,0.0
00013,2011-09,49.0158,-22.0,0.0
00013,2011-06,69.1457,-6.85,0.0
00013,2011-03,67.9672,10.21,0.0
00014,2019-03,35.29,5.8296,6.4
00014,2018-12,34.9983,-2.39,5.05
00014,2018-09,37.3802,-3.77,4.58
00014,2018-06,39.3494,2.23,5.24
00014,2018-03,38.6735,1.06,6.02
00014,2017-12,34.12,4.39,5.34
00014,2017-09,33.5082,-0.25,6.07
00014,2017-06,32.9444,1.89,5.68
00014,2017-03,29.1387,3.9,7.12
00014,2016-12,28.9121,-3.91,7.13
00014,2016-09,30.2403,1.93,6.11
00014,2016-06,28.1253,1.28,5.83
00014,2016-03,25.1081,2.04,8.99
00014,2015-12,27.3748,-0.38,5.05
00014,2015-09,26.0671,-1.2,8.6
00014,2015-06,28.5544,-0.35,9.69
00014,2015-03,28.2357,-0.54,7.83
00014,2014-12,27.8995,-1.08,7.28
00015,2019-04,0.7,0.0,0.04
00015,2019-03,0.69,-0.12,0.35
00015,2018-12,0.55,0.23,1.63
00015,2018-09,0.65,-0.03,0.72
00015,2018-06,0.7497,-0.1,0.97
00015,2018-03,0.8276,0.09,1.6
00015,2017-12,0.7984,-0.2,0.89
00015,2017-09,1.014,-0.02,4.81
00015,2017-06,0.947,0.12,3.11
00015,2017-03,0.8131,-0.08,5.75
00015,2016-12,0.9853,-0.36,6.76
00015,2016-09,0.5845,0.81,24.52
00015,2016-06,0.5374,0.02,2.33
00015,2016-03,0.4619,0.03,1.0
00015,2015-12,0.4714,0.05,2.34
00015,2015-09,0.4257,-0.16,4.38
00015,2015-06,0.43,0.15,19.02
00015,2015-03,0.4214,0.0,1.55
00016,2019-03,107.1532,24.1747,8.38
00016,2018-12,95.3303,1.2652,9.07
00016,2018-09,105.1029,-4.2028,6.71
00016,2018-06,111.7137,-5.3527,7.23
00016,2018-03,115.049,-5.0186,7.57
00016,2017-12,114.0049,6.104,7.47
00016,2017-09,105.439,11.2979,8.05
00016,2017-06,104.3262,0.4445,8.0
00016,2017-03,89.7693,15.8826,8.49
00016,2016-12,88.6214,-14.6489,10.39
00016,2016-09,83.97,21.529,11.66
00016,2016-06,76.3282,-1.633,10.83
00016,2016-03,69.8147,2.0257,10.3
00016,2015-12,81.3032,-6.0541,7.34
00016,2015-09,80.4091,-21.6393,11.17
00016,2015-06,102.6994,5.1815,9.54
00016,2015-03,99.0553,1.1412,8.74
00016,2014-12,89.0331,6.9058,8.9
00017,2019-03,9.9099,2.7748,9.45
00017,2018-12,9.3922,0.019,7.4
00017,2018-09,9.2581,-0.3477,6.37
00017,2018-06,10.3783,-0.0389,7.86
00017,2018-03,10.4481,-0.5053,10.54
00017,2017-12,10.2588,0.7899,11.1
00017,2017-09,8.9578,1.2035,12.28
00017,2017-06,8.6175,0.3214,9.13
00017,2017-03,7.4515,1.3485,10.6
00017,2016-12,7.3335,-1.3901,11.51
00017,2016-09,6.7455,1.9495,11.42
00017,2016-06,6.0534,0.4034,7.99
00017,2016-03,5.0504,-0.1167,13.7
00017,2015-12,6.2839,0.1156,9.85
00017,2015-09,6.0518,-2.1888,10.82
00017,2015-06,7.4031,0.9516,15.18
00017,2015-03,7.1875,0.058,12.26
00017,2014-12,6.9622,-0.1106,10.2
00018,2019-04,0.82,0.01,0.13
00018,2019-03,0.8,-0.01,0.64
00018,2018-12,0.7902,-0.05,0.73
00018,2018-09,0.85,0.02,0.67
00018,2018-06,0.687,0.14,3.69
00018,2018-03,0.6564,-0.03,1.32
00018,2017-12,0.688,-0.06,0.81
00018,2017-09,0.6731,0.1,1.85
00018,2017-06,0.6124,0.06,0.85
00018,2017-03,0.5772,0.04,0.97
00018,2016-12,0.4635,0.14,2.4
00018,2016-09,0.4517,0.02,0.73
00018,2016-06,0.4273,-0.02,0.42
00018,2016-03,0.4456,-0.1,0.88
00018,2015-12,0.4762,0.03,0.87
00018,2015-09,0.4465,-0.15,1.11
00018,2015-06,0.5186,0.06,4.55
00018,2015-03,0.5009,-0.02,0.71
00019,2019-03,77.5908,17.9702,9.74
00019,2018-12,74.497,-2.992,9.56
00019,2018-09,79.0256,3.6949,8.75
00019,2018-06,72.5814,4.9002,10.12
00019,2018-03,69.2957,6.497,12.17
00019,2017-12,68.6744,-3.3031,9.27
00019,2017-09,70.8813,0.5239,8.07
00019,2017-06,69.2296,-0.2665,10.68
00019,2017-03,68.999,3.2987,8.66
00019,2016-12,67.1844,-8.8276,8.46
00019,2016-09,77.5133,-2.8149,9.9
00019,2016-06,72.0961,6.307,9.61
00019,2016-03,62.4003,-3.2992,9.42
00019,2015-12,73.8307,0.6674,10.83
00019,2015-09,69.7948,-9.6026,11.22
00019,2015-06,84.2805,-7.3119,11.23
00019,2015-03,83.9933,4.0036,7.78
00019,2014-12,83.0524,0.8939,7.99
00020,2019-03,42.6694,12.5308,2.73
00020,2018-12,39.1341,-2.1612,3.49
00020,2018-09,45.7629,-7.0238,2.45
00020,2018-06,52.5514,-1.7121,3.07
00020,2018-03,51.8356,1.5054,3.04
00020,2017-12,50.401,0.8116,2.64
00020,2017-09,51.6443,-3.7626,3.52
00020,2017-06,54.4933,-1.6311,2.82
00020,2017-03,40.3829,16.6013,3.89
00020,2016-12,38.4244,-1.9568,4.6
00020,2016-09,32.8613,9.2095,4.17
00020,2016-06,29.7229,2.149,4.8
00020,2016-03,24.7108,1.816,3.79
00020,2015-12,28.4152,-0.7656,2.46
00020,2015-09,29.1011,-5.4736,4.38
00020,2015-06,34.3248,-0.1131,4.31
00020,2015-03,31.7757,3.0232,4.82
00020,2014-12,30.4133,-0.801,3.86
00021,2019-03,0.09,0.071,0.83
00021,2018-12,0.09,-0.08,1.83
00021,2018-09,0.17,0.04,0.09
00021,2018-06,0.189,-0.14,0.15
00021,2018-03,0.186,-0.06,1.78
00021,2017-12,0.172,0.01,0.07
00021,2017-09,0.197,-0.03,0.3
00021,2017-06,0.226,0.0,0.4
00021,2017-03,0.235,-0.07,0.19
00021,2016-12,0.229,0.09,0.59
00021,2016-09,0.17,0.04,0.53
00021,2016-06,0.17,-0.02,0.17
00021,2016-03,0.17,-0.01,0.17
00021,2015-12,0.174,0.02,0.61
00021,2015-09,0.169,-0.15,1.59
00021,2015-06,0.246,0.05,6.7
00021,2015-03,0.237,0.03,0.46
00021,2014-12,0.245,0.0,1.34
00022,2019-04,0.212,-0.007,0.16
00022,2019-03,0.216,-0.035,0.22
00022,2018-12,0.242,0.003,0.0
00022,2018-09,0.225,-0.05,9.78
00022,2018-09,0.225,-0.02,9.76
00022,2018-06,0.255,-0.04,0.48
00022,2018-03,0.25,0.0,1.7
00022,2017-12,0.27,-0.03,1.61
00022,2017-09,0.3,-0.01,2.13
00022,2017-06,0.31,0.02,5.35
00022,2017-03,0.231,0.05,3.89
00022,2016-12,0.233,-0.01,2.05
00022,2016-09,0.219,0.04,2.63
00022,2016-06,0.219,0.07,0.88
00022,2016-03,0.2,-0.05,0.81
00022,2015-12,0.246,0.0,3.02
00022,2015-09,0.217,-0.19,5.99
00022,2015-06,0.295,0.14,45.19
00023,2019-03,23.4131,1.2033,2.7
00023,2018-12,23.6083,-4.1983,2.48
00023,2018-09,26.6449,-1.5556,6.2
00023,2018-06,29.2807,0.0422,3.37
00023,2018-03,29.3681,-1.8487,3.76
00023,2017-12,30.2623,0.0885,2.84
00023,2017-09,29.8211,0.7954,3.1
00023,2017-06,28.2516,1.2959,2.83
00023,2017-03,27.0954,2.5137,4.57
00023,2016-12,26.5919,-1.5944,3.8
00023,2016-09,26.3168,1.7459,5.6
00023,2016-06,23.912,0.7375,8.1
00023,2016-03,18.6374,0.6641,8.31
00023,2015-12,22.9964,2.5378,5.12
00023,2015-09,22.2403,-6.9841,6.89
00023,2015-06,26.7427,2.6841,7.27
00023,2015-03,25.4692,-0.3636,4.87
00023,2014-12,25.0122,-0.1739,4.92
00024,2019-04,0.131,-0.021,1.38
00024,2019-03,0.13,0.017,13.01
00024,2018-12,0.13,-0.04,8.28
00024,2018-09,0.2,-0.17,12.22
00024,2018-06,0.26,-0.08,20.34
00024,2018-03,0.26,0.07,17.96
00024,2017-12,0.26,0.12,23.38
00024,2017-09,0.198,0.08,15.47
00024,2017-06,0.155,0.1,19.03
00024,2017-03,0.158,-0.04,5.05
00024,2016-12,0.17,0.03,8.7
00024,2016-09,0.202,-0.04,8.2
00024,2016-06,0.245,0.01,17.78
00024,2016-03,0.215,0.0,24.79
00024,2015-12,0.255,-0.01,10.63
00024,2015-09,0.25,-0.14,18.85
00024,2015-06,0.285,0.14,118.47
00024,2015-03,0.28,-0.01,34.22
00025,2019-04,11.68,0.14,0.03
00025,2019-03,10.86,0.9,0.39
00025,2018-12,10.3621,-0.08,0.33
00025,2018-09,10.8752,-0.66,0.33
00025,2018-06,11.441,-0.69,0.36
00025,2018-03,11.9242,-0.95,0.5
00025,2017-12,12.2151,0.02,0.64
00025,2017-09,10.7201,1.34,1.99
00025,2017-06,10.33,0.62,1.19
00025,2017-03,10.0925,0.45,0.45
00025,2016-12,10.0077,-0.28,0.48
00025,2016-09,9.8655,0.35,0.81
00025,2016-06,9.6249,0.07,0.61
00025,2016-03,8.9832,-0.87,0.32
00025,2015-12,10.1912,-0.24,0.74
00025,2015-09,10.183,-1.31,1.66
00025,2015-06,9.9469,1.42,2.11
00025,2015-03,9.6075,0.0,0.37
00026,2019-03,93.0749,10.7503,0.39
00026,2018-12,91.3963,0.6492,0.36
00026,2018-09,92.2705,-0.638,0.21
00026,2018-06,91.988,-3.5828,0.29
00026,2018-03,92.5563,-1.6336,0.53
00026,2017-12,93.897,0.5286,0.54
00026,2017-09,92.355,-3.939,0.98
00026,2017-06,96.5982,-2.0885,0.84
00026,2017-03,83.1939,19.4217,4.02
00026,2016-12,70.8511,12.7633,3.44
00026,2016-09,67.4403,0.8535,0.0
00026,2016-06,64.8447,3.5629,0.0
00026,2016-03,61.0692,-5.4283,0.0
00026,2015-12,67.3026,0.3285,0.0
00026,2015-09,64.9856,-8.8699,0.0
00026,2015-06,71.5953,2.3872,0.0
00026,2015-03,72.6283,-5.3999,0.0
00026,2014-12,58.1401,19.7537,0.0
00027,2019-03,45.7148,4.0578,18.06
00027,2018-12,39.9632,0.1558,23.05
00027,2018-09,44.3495,-10.4185,25.76
00027,2018-06,56.9226,-10.3207,17.04
00027,2018-03,57.423,8.7513,19.42
00027,2017-12,49.8057,7.5018,16.39
00027,2017-09,42.6092,7.7176,19.62
00027,2017-06,38.1445,4.7239,20.84
00027,2017-03,31.3955,8.7061,23.17
00027,2016-12,28.1161,4.4355,22.68
00027,2016-09,21.0909,5.9368,0.0
00027,2016-06,21.1867,-5.8502,0.0
00027,2016-03,18.9911,4.429,0.0
00027,2015-12,18.8576,4.5337,0.0
00027,2015-09,18.1331,-10.6178,0.0
00027,2015-06,28.5656,-4.1807,0.0
00027,2015-03,30.848,-7.8344,0.0
00027,2014-12,38.9833,-1.3655,0.0
00028,2019-04,4.23,0.04,0.33
00028,2019-03,3.7804,0.3167,1.8
00028,2018-12,3.5417,0.0198,0.55
00028,2018-09,3.8186,-0.1909,1.27
00028,2018-06,3.9618,-0.4579,0.86
00028,2018-03,4.3747,-0.4398,2.16
00028,2017-12,4.6584,-0.4485,2.02
00028,2017-09,4.5394,0.6586,1.81
00028,2017-06,4.6858,-0.5852,1.52
00028,2017-03,3.8317,1.4639,8.69
00028,2016-12,3.5095,0.288,1.68
00028,2016-09,3.4834,0.1314,0.44
00028,2016-06,3.3292,0.1736,0.25
00028,2016-03,3.0441,-0.2768,2.69
00028,2015-12,3.5221,0.101,9.32
00028,2015-09,3.1196,-0.5217,0.83
00028,2015-06,3.9215,0.0208,4.35
00028,2015-03,3.7489,-0.0408,0.15
00029,2019-04,7.48,0.16,0.27
00029,2019-03,7.1812,-0.0997,1.11
00029,2018-12,5.9729,1.6054,3.48
00029,2018-09,5.6559,-1.2574,2.27
00029,2018-06,7.2308,-0.0441,2.64
00029,2018-03,7.3654,-0.4739,4.56
00029,2017-12,7.2393,-0.0867,2.81
00029,2017-09,7.2885,0.7472,4.55
00029,2017-06,6.8065,-0.4938,4.38
00029,2017-03,4.4229,3.0011,11.11
00029,2016-12,4.4837,-0.0394,2.98
00029,2016-09,2.8267,1.9903,9.94
00029,2016-06,2.7389,-0.0649,2.11
00029,2016-03,2.4173,-0.6003,4.01
00029,2015-12,2.674,0.9132,1.94
00029,2015-09,2.3002,-0.9492,3.43
00029,2015-06,2.7656,0.8427,12.65
00029,2015-03,2.585,-0.1797,2.84
00030,2019-03,0.174,0.132,8.4
00030,2018-12,0.168,-0.01,5.75
00030,2018-09,0.168,0.0,4.48
00030,2018-06,0.166,-0.02,5.38
00030,2018-03,0.2,-0.01,5.83
00030,2017-12,0.275,0.0,19.0
00030,2017-09,0.228,0.04,196.47
00030,2017-06,0.24,0.02,36.2
00030,2017-03,0.111,0.14,93.71
00030,2016-12,0.1147,0.02,21.42
00030,2016-09,0.0854,0.04,18.16
00030,2016-06,0.0798,-0.04,11.81
00030,2016-03,0.1147,-0.03,15.01
00030,2015-12,0.1395,-0.03,16.85
00030,2015-09,0.1092,-0.12,86.34
00030,2015-06,0.1285,0.12,260.52
00030,2015-03,0.0936,0.04,51.63
00030,2014-12,0.1055,-0.03,64.82
00031,2019-03,0.47,0.08,11.95
00031,2018-12,0.475,-0.12,8.55
00031,2018-09,0.59,-0.14,4.8
00031,2018-06,0.73,-0.1,4.57
00031,2018-03,0.7714,-0.12,10.49
00031,2017-12,0.8486,-0.09,9.86
00031,2017-09,0.8679,0.04,13.5
00031,2017-06,0.945,-0.02,8.79
00031,2017-03,0.917,0.05,12.46
00031,2016-12,0.8887,-0.04,8.21
00031,2016-09,0.8887,0.07,15.39
00031,2016-06,0.8414,-0.07,8.46
00031,2016-03,0.7577,-0.02,13.13
00031,2015-12,0.9354,0.01,23.7
00031,2015-09,0.7577,-0.75,65.44
00031,2015-06,0.9398,0.76,76.83
00031,2015-03,0.8467,0.08,14.25
00031,2014-12,0.8281,-0.14,41.21
00032,2019-03,10.7,-0.48,1.06
00032,2018-12,11.64,-1.3,2.86
00032,2018-09,12.7561,-0.02,2.39
00032,2018-06,12.4048,0.38,0.84
00032,2018-03,12.1903,-0.28,1.36
00032,2017-12,11.8812,0.72,2.46
00032,2017-09,11.2422,0.5,2.21
00032,2017-06,10.7949,0.26,1.16
00032,2017-03,10.1889,0.4,1.46
00032,2016-12,9.7379,0.79,3.01
00032,2016-09,9.7384,-0.08,1.74
00032,2016-06,9.2329,0.44,1.72
00032,2016-03,8.3261,-0.06,1.07
00032,2015-12,9.087,0.07,1.89
00032,2015-09,7.7383,0.24,2.49
00032,2015-06,7.1715,1.75,3.55
00032,2015-03,6.4632,0.64,2.15
00032,2014-12,5.8046,0.56,1.64
00033,2019-03,0.036,0.031,10.96
00033,2018-12,0.034,-0.01,9.92
00033,2018-09,0.051,-0.02,6.23
00033,2018-06,0.08,-0.01,4.16
00033,2018-03,0.095,0.02,12.96
00033,2017-12,0.067,0.04,16.82
00033,2017-09,0.058,0.01,8.22
00033,2017-06,0.061,0.07,18.59
00033,2017-03,0.069,-0.01,12.11
00033,2016-12,0.112,-0.02,6.09
00033,2016-09,0.119,-0.05,13.14
00033,2016-06,0.165,0.07,45.09
00033,2016-03,0.09,0.06,37.38
00033,2015-12,0.103,-0.03,14.86
00033,2015-09,0.089,-0.08,51.49
00033,2015-06,0.155,0.04,298.6
00033,2015-03,0.1,0.08,54.12
00033,2014-12,0.095,-0.04,32.01
00034,2019-03,8.21,1.56,1.53
00034,2018-12,7.6762,0.11,1.34
00034,2018-09,7.8983,-0.04,1.73
00034,2018-06,7.6662,-0.04,1.52
00034,2018-03,7.3265,0.44,1.17
00034,2017-12,7.3724,-0.27,0.86
00034,2017-09,7.4813,0.25,2.9
00034,2017-06,6.8872,0.71,4.51
00034,2017-03,6.2027,0.66,2.4
00034,2016-12,5.9974,-0.16,0.69
00034,2016-09,5.8502,0.6,1.32
00034,2016-06,5.5098,0.11,0.7
00034,2016-03,4.5123,-0.31,1.21
00034,2015-12,6.0085,-0.96,1.59
00034,2015-09,6.6185,-0.7,1.32
00034,2015-06,6.6707,0.58,2.7
00034,2015-03,6.4618,-0.08,2.95
00034,2014-12,6.4184,0.04,2.77
00035,2019-03,3.25,0.38,1.63
00035,2018-12,3.17,-0.7,3.04
00035,2018-09,3.5685,-0.36,2.55
00035,2018-06,3.9944,0.35,1.93
00035,2018-03,3.7672,-0.43,2.52
00035,2017-12,3.8484,0.6,4.74
00035,2017-09,3.6888,-0.09,3.56
00035,2017-06,3.1668,0.72,5.64
00035,2017-03,2.9225,0.28,2.91
00035,2016-12,2.7303,0.21,4.39
00035,2016-09,2.0945,0.7,4.14
00035,2016-06,1.8808,-0.06,2.97
00035,2016-03,1.8637,-0.38,4.09
00035,2015-12,2.1647,0.04,5.04
00035,2015-09,2.2259,-0.6,3.78
00035,2015-06,2.3716,0.59,6.75
00035,2015-03,2.3149,-0.03,4.52
00035,2014-12,2.0078,0.16,4.37
00036,2019-04,0.385,0.005,0.11
00036,2019-03,0.32,0.015,2.66
00036,2018-12,0.36,-0.12,2.11
00036,2018-09,0.44,-0.09,4.53
00036,2018-06,0.56,-0.19,5.98
00036,2018-03,0.65,0.14,38.99
00036,2017-12,0.65,-0.03,7.84
00036,2017-09,0.58,-0.07,5.36
00036,2017-06,0.69,0.0,13.31
00036,2017-03,0.74,-0.14,3.32
00036,2016-12,0.83,-0.5,14.8
00036,2016-09,0.62,0.68,44.65
00036,2016-06,0.6,0.1,24.22
00036,2016-03,0.53,-0.26,9.43
00036,2015-12,0.69,-0.16,26.77
00036,2015-09,1.0,-2.2,29.32
00036,2015-06,0.53,2.69,148.07
00036,2015-03,0.4142,0.05,44.78
00037,2019-04,0.29,-0.045,0.12
00037,2019-03,0.255,0.03,1.56
00037,2018-12,0.221,-0.03,1.61
00037,2018-09,0.29,-0.03,1.96
00037,2018-06,0.355,-0.03,1.88
00037,2018-03,0.375,0.02,9.11
00037,2017-12,0.385,-0.1,3.68
00037,2017-09,0.4,0.01,4.67
00037,2017-06,0.365,0.02,11.82
00037,2017-03,0.365,-0.04,5.11
00037,2016-12,0.42,-0.06,3.94
00037,2016-09,0.34,0.14,22.6
00037,2016-06,0.35,-0.04,8.2
00037,2016-03,0.31,-0.02,2.9
00037,2015-12,0.42,-0.02,8.46
00037,2015-09,0.435,-0.48,50.78
00037,2015-06,0.35,0.61,186.01
00037,2015-03,0.27,0.05,58.54
00038,2019-03,1.76,0.27,4.33
00038,2018-12,1.73,-0.5,2.35
00038,2018-09,2.09,-0.3,3.2
00038,2018-06,2.51,-0.29,4.48
00038,2018-03,2.85,-0.47,10.03
