股票代码,时间,收盘价,涨跌幅,换手率
00256,2018-06,1.5411,-0.01,3.48
00256,2018-03,1.5507,-0.27,3.64
00256,2017-12,1.7145,0.14,4.5
00256,2017-09,1.6182,0.12,3.94
00256,2017-06,1.4862,0.08,5.4
00256,2017-03,1.4301,-0.25,4.15
00256,2016-12,1.5516,0.09,4.12
00256,2016-09,1.3363,0.38,3.44
00256,2016-06,1.0229,0.2,5.38
00256,2016-03,0.9584,-0.08,1.76
00256,2015-12,1.0322,0.11,2.8
00256,2015-09,0.8386,0.0,6.03
00256,2015-06,0.7465,0.34,14.47
00256,2015-03,0.7557,-0.15,3.73
00256,2014-12,0.8018,-0.19,2.8
00257,2019-03,6.8,0.96,14.71
00257,2018-12,6.1,0.26,12.33
00257,2018-09,6.0037,-3.02,24.51
00257,2018-06,9.1732,-0.71,10.46
00257,2018-03,10.1682,-0.11,12.53
00257,2017-12,9.3824,1.26,15.2
00257,2017-09,8.6461,0.17,13.1
00257,2017-06,8.7303,-0.58,10.14
00257,2017-03,7.9141,1.55,14.23
00257,2016-12,7.5447,-0.42,14.35
00257,2016-09,7.4194,0.65,16.24
00257,2016-06,6.866,0.08,8.4
00257,2016-03,6.4233,-1.14,17.18
00257,2015-12,8.185,-0.77,9.73
00257,2015-09,8.2562,-2.73,13.08
00257,2015-06,11.4937,0.83,13.17
00257,2015-03,9.0805,1.32,13.69
00257,2014-12,8.7588,1.08,11.33
00258,2019-03,2.2,0.79,2.5
00258,2018-12,2.13,-0.21,0.67
00258,2018-09,2.34,-0.54,0.64
00258,2018-06,2.85,-0.57,1.89
00258,2018-03,2.9389,0.63,4.11
00258,2017-12,2.8321,-0.53,1.7
00258,2017-09,3.2774,-0.09,1.42
00258,2017-06,2.8232,0.44,3.24
00258,2017-03,2.0585,1.06,2.07
00258,2016-12,1.9388,-0.01,0.57
00258,2016-09,1.5957,0.47,1.38
00258,2016-06,1.4601,0.03,0.59
00258,2016-03,1.2014,0.26,0.44
00258,2015-12,1.1941,0.15,0.35
00258,2015-09,1.1145,-0.29,0.7
00258,2015-06,1.2674,0.09,2.56
00258,2015-03,1.1985,-0.07,1.29
00258,2014-12,1.2812,-0.09,1.56
00259,2019-03,0.99,0.47,14.62
00259,2018-12,0.94,-0.36,3.97
00259,2018-09,1.35,-0.39,1.12
00259,2018-06,1.7013,-0.73,2.03
00259,2018-03,2.2137,-1.3,5.01
00259,2017-12,3.4607,-0.23,9.14
00259,2017-09,3.3094,0.4,12.72
00259,2017-06,2.6704,-0.19,5.61
00259,2017-03,3.5669,-0.59,9.24
00259,2016-12,2.4797,1.79,15.25
00259,2016-09,1.723,0.61,18.2
00259,2016-06,1.4022,0.47,7.67
00259,2016-03,1.2739,-0.22,2.1
00259,2015-12,1.393,0.19,2.9
00259,2015-09,0.9348,-0.49,8.67
00259,2015-06,1.1129,0.79,28.67
00259,2015-03,1.1039,-0.03,0.46
00259,2014-12,1.1129,-0.11,1.04
00260,2019-03,0.043,-0.002,3.18
00260,2018-12,0.047,-0.01,1.33
00260,2018-09,0.06,0.0,1.54
00260,2018-06,0.061,0.0,2.52
00260,2018-03,0.083,0.0,1.68
00260,2017-12,0.086,-0.01,11.36
00260,2017-09,0.085,0.11,11.86
00260,2017-06,0.09,0.0,2.59
00260,2017-03,0.131,0.0,4.16
00260,2016-12,0.132,0.03,9.57
00260,2016-09,0.12,-0.04,5.29
00260,2016-06,0.176,0.05,2.71
00260,2016-03,0.195,-0.07,3.42
00260,2015-12,0.238,0.01,13.3
00260,2015-09,0.18,-0.28,41.41
00260,2015-06,0.295,0.24,184.76
00260,2015-03,0.28,-0.04,9.66
00260,2014-12,0.255,-0.01,25.62
00261,2019-03,0.01,0.0,2.42
00261,2018-12,0.01,0.0,0.22
00261,2018-09,0.01,0.0,0.96
00261,2018-06,0.01,0.0,2.22
00261,2018-03,0.01,0.0,4.99
00261,2017-12,0.01,0.0,8.01
00261,2017-09,0.01,0.0,1.4
00261,2017-06,0.01,0.0,2.13
00261,2017-03,0.01,0.0,12.68
00261,2016-12,0.01,0.0,20.13
00261,2016-09,0.014,0.0,20.91
00261,2016-06,0.016,-0.01,42.73
00261,2016-03,0.022,0.0,72.98
00261,2015-12,0.017,0.01,80.24
00261,2015-09,0.014,-0.02,147.33
00261,2015-06,0.012,0.03,463.01
00261,2015-03,0.012,-0.01,18.97
00261,2014-12,0.01,0.01,109.32
00262,2019-04,0.221,0.002,0.11
00262,2019-03,0.208,0.012,5.65
00262,2018-12,0.217,-0.05,10.2
00262,2018-09,0.222,0.07,6.09
00262,2018-06,0.2548,0.02,2.64
00262,2018-03,0.243,0.02,3.15
00262,2017-12,0.245,-0.01,3.96
00262,2017-09,0.2404,0.02,5.17
00262,2017-06,0.2741,0.0,2.53
00262,2017-03,0.303,0.0,1.77
00262,2016-12,0.2981,0.03,1.67
00262,2016-09,0.2981,0.0,2.35
00262,2016-06,0.303,0.02,3.49
00262,2016-03,0.303,-0.03,16.27
00262,2015-12,0.3462,-0.11,3.72
00262,2015-09,0.4002,-0.18,4.54
00262,2015-06,0.517,0.1,36.64
00262,2015-03,0.5003,-0.14,72.47
00263,2019-03,0.5113,-0.0899,8.25
00263,2018-12,0.6216,-0.6814,1.44
00263,2018-09,1.2933,-0.0399,5.37
00263,2018-06,1.6141,-0.01,2.26
00263,2018-03,1.8046,0.6707,8.78
00263,2017-12,1.8046,-0.2712,8.88
00263,2017-09,1.8346,0.3012,35.46
00263,2017-06,1.6341,-0.8324,6.21
00263,2017-03,2.5063,-0.3502,11.52
00263,2016-12,2.6567,0.2008,56.48
00263,2016-09,2.2152,0.2015,68.89
00263,2016-06,2.5253,-2.3908,40.2
00263,2016-03,4.0759,-1.5957,57.14
00263,2015-12,4.8734,-1.5101,135.08
00263,2015-09,4.962,-31.1019,100.26
00263,2015-06,5.8481,33.3206,101.35
00263,2015-03,5.2911,-0.9239,16.57
00263,2014-12,5.8228,-1.7733,25.72
00264,2019-03,1.01,-0.28,20.41
00264,2018-07,1.07,-0.07,5.04
00264,2018-06,0.75,0.44,37.37
00264,2018-03,0.74,0.06,2.45
00264,2017-12,0.8,0.0,4.25
00264,2017-09,0.78,-0.11,5.12
00264,2017-06,0.85,-0.17,5.21
00264,2017-03,1.12,-0.06,4.68
00264,2016-12,1.11,0.04,7.12
00264,2016-09,1.0,0.07,5.06
00264,2016-06,1.0,-0.2,10.97
00264,2016-03,1.01,-0.99,20.88
00264,2015-12,1.57,0.63,53.97
00264,2015-09,0.5969,-0.38,73.15
00264,2015-06,0.5969,0.96,26.46
00264,2015-03,0.5888,-0.04,2.23
00264,2014-12,0.6211,-0.03,12.17
00264,2014-09,0.4033,0.23,34.59
00265,2019-04,0.18,-0.01,0.0
00265,2019-03,0.16,-0.002,0.0
00265,2018-12,0.15,0.01,0.05
00265,2018-09,0.166,-0.1,0.57
00265,2018-06,0.25,-0.01,0.74
00265,2018-03,0.25,0.03,2.38
00265,2017-12,0.27,0.04,2.1
00265,2017-09,0.141,0.15,4.62
00265,2017-06,0.129,0.0,1.67
00265,2017-03,0.123,-0.01,0.77
00265,2016-12,0.125,0.01,6.17
00265,2016-09,0.122,-0.09,3.57
00265,2016-06,0.173,-0.11,2.09
00265,2016-03,0.3,-0.07,3.04
00265,2015-12,0.31,0.04,3.45
00265,2015-09,0.188,-0.18,10.78
00265,2015-06,0.192,0.37,18.75
00265,2015-03,0.09,0.09,10.23
00266,2019-04,8.8,0.1,0.0
00266,2019-03,8.62,0.01,0.02
00266,2018-12,8.2846,-0.18,0.04
00266,2018-09,8.6768,-0.15,0.03
00266,2018-06,8.9692,-0.02,0.07
00266,2018-03,9.018,-0.21,0.28
00266,2017-12,8.6614,0.21,0.28
00266,2017-09,8.1319,0.31,0.19
00266,2017-06,8.0577,0.08,0.48
00266,2017-03,7.659,0.34,0.1
00266,2016-12,7.3547,0.37,0.08
00266,2016-09,7.1094,0.23,0.46
00266,2016-06,6.6004,-0.45,0.1
00266,2016-03,7.1972,-0.01,0.03
00266,2015-12,7.2356,0.18,0.0
00266,2015-09,6.8279,-0.78,0.02
00266,2015-06,7.2858,0.48,0.01
00266,2015-03,7.2442,-0.02,0.03
00267,2019-03,11.34,-0.56,2.78
00267,2018-12,11.24,0.66,2.26
00267,2018-09,10.0819,0.75,2.11
00267,2018-06,10.3279,0.29,1.72
00267,2018-03,10.3279,-0.34,2.64
00267,2017-12,10.3858,-0.26,1.54
00267,2017-09,10.8441,-0.07,1.81
00267,2017-06,10.0048,0.8,2.58
00267,2017-03,10.1925,-0.01,1.68
00267,2016-12,10.0987,0.04,1.96
00267,2016-09,10.2369,-0.11,2.22
00267,2016-06,9.6336,-0.28,2.96
00267,2016-03,9.1583,-1.73,2.76
00267,2015-12,12.2294,-0.35,3.23
00267,2015-09,10.5649,0.13,8.01
00267,2015-06,11.8932,0.54,10.18
00267,2015-03,11.5529,0.01,3.3
00267,2014-12,11.2842,0.26,3.66
00268,2019-03,6.08,2.16,49.54
00268,2018-12,5.5,-1.6,47.78
00268,2018-09,7.1,0.49,71.0
00268,2018-06,7.0059,0.15,73.14
00268,2018-03,4.3014,3.5,84.2
00268,2017-12,3.4331,0.96,54.4
00268,2017-09,3.0439,0.19,38.0
00268,2017-06,2.974,0.04,28.71
00268,2017-03,2.8642,0.29,47.25
00268,2016-12,2.7744,-0.14,35.61
00268,2016-09,2.3153,0.67,54.62
00268,2016-06,2.3153,-0.11,32.31
00268,2016-03,2.4052,-1.06,51.96
00268,2015-12,2.9441,0.66,52.88
00268,2015-09,2.2854,-1.72,95.93
00268,2015-06,3.1336,1.37,128.38
00268,2015-03,2.2383,0.94,42.02
00268,2014-12,2.1687,0.01,25.06
00269,2019-03,0.039,-0.031,5.64
00269,2018-12,0.055,0.01,2.77
00269,2018-09,0.085,-0.01,3.1
00269,2018-06,0.114,-0.03,5.31
00269,2018-03,0.18,0.01,7.23
00269,2017-12,0.179,0.01,9.3
00269,2017-09,0.187,-0.01,9.06
00269,2017-06,0.14,0.1,30.33
00269,2017-03,0.08,-0.02,11.55
00269,2016-12,0.125,0.01,2.98
00269,2016-09,0.094,0.03,13.87
00269,2016-06,0.1,-0.02,9.24
00269,2016-03,0.068,-0.05,16.95
00269,2015-12,0.17,-0.13,15.77
00269,2015-09,0.2571,-1.16,15.29
00269,2015-06,1.2171,0.18,29.26
00269,2015-03,1.1829,-0.31,4.05
00269,2014-12,0.9857,-0.54,10.65
00270,2019-03,14.5,0.02,8.92
00270,2018-12,13.32,1.4,9.33
00270,2018-09,12.1586,1.43,5.73
00270,2018-06,11.5147,0.43,6.59
00270,2018-03,9.9358,1.82,7.99
00270,2017-12,9.9936,-0.53,6.92
00270,2017-09,9.7897,0.38,7.24
00270,2017-06,10.0965,-0.04,7.8
00270,2017-03,8.7004,0.76,11.26
00270,2016-12,9.2089,-1.81,6.33
00270,2016-09,10.1986,0.45,5.85
00270,2016-06,8.531,1.99,6.98
00270,2016-03,7.1689,-1.02,7.83
00270,2015-12,9.1045,-0.48,6.5
00270,2015-09,8.0605,0.59,7.73
00270,2015-06,8.7991,0.62,9.93
00270,2015-03,7.9976,0.06,7.67
00270,2014-12,7.5968,0.88,8.06
00271,2019-04,2.7,0.03,0.06
00271,2019-03,2.6066,-0.5898,1.93
00271,2018-12,2.9058,-0.7435,3.94
00271,2018-09,2.8093,0.975,7.64
00271,2018-06,1.9501,1.1478,4.3
00271,2018-03,1.5646,0.4154,2.88
00271,2017-12,1.4263,-0.1992,3.26
00271,2017-09,1.5008,0.2042,5.44
00271,2017-06,1.5624,-0.3309,6.56
00271,2016-12,1.8674,0.048,10.49
00271,2016-09,1.0631,0.4542,23.79
00271,2016-06,0.9464,0.4218,14.05
00271,2016-03,0.665,0.1151,4.52
00271,2015-12,0.6906,0.0832,2.51
00271,2015-09,0.6586,-0.2302,7.41
00271,2015-06,1.004,-0.1166,37.3
00271,2015-03,0.5443,0.5763,92.63
00271,2014-12,0.462,0.0568,4.21
00272,2019-03,1.66,0.2,5.54
00272,2018-12,1.53,-0.08,5.22
00272,2018-09,1.6558,-0.13,5.66
00272,2018-06,1.8224,-0.07,14.43
00272,2018-03,1.9259,-0.01,25.4
00272,2017-12,1.7741,0.15,15.47
00272,2017-09,1.6338,0.14,15.21
00272,2017-06,1.5185,0.16,6.97
00272,2017-03,1.4361,0.06,11.64
00272,2016-12,1.4819,-0.45,14.2
00272,2016-09,1.766,0.15,5.25
00272,2016-06,1.6932,-0.08,5.42
00272,2016-03,1.4986,-0.01,7.75
00272,2015-12,1.5973,0.32,9.44
00272,2015-09,1.2669,-0.35,14.07
00272,2015-06,1.5774,0.34,23.0
00272,2015-03,1.3944,0.03,7.21
00272,2014-12,1.4816,0.04,5.12
00273,2019-03,0.11,0.012,3.34
00273,2018-12,0.121,-0.01,4.85
00273,2018-09,0.122,0.01,2.39
00273,2018-06,0.122,0.01,9.17
00273,2018-03,0.109,0.02,1.13
00273,2017-12,0.104,0.03,23.93
00273,2017-09,0.099,0.01,1.13
00273,2017-06,0.096,-0.01,1.88
00273,2017-03,0.112,0.01,5.36
00273,2016-12,0.1056,-0.03,4.25
00273,2016-09,0.1662,-0.03,4.87
00273,2016-06,0.1662,0.0,1.33
00273,2016-03,0.1551,0.01,1.16
00273,2015-12,0.1727,0.06,4.9
00273,2015-09,0.1049,-0.1,8.37
00273,2015-06,0.0893,0.18,22.51
00273,2015-03,0.0736,0.0,7.57
00273,2014-12,0.0664,0.06,5.95
00274,2019-03,0.021,-0.004,6.19
00274,2018-12,0.021,0.0,11.57
00274,2018-09,0.011,0.0,13.47
00274,2018-06,0.016,0.0,5.4
00274,2018-03,0.018,0.0,6.98
00274,2017-12,0.019,0.0,13.54
00274,2017-09,0.019,0.0,5.78
00274,2017-06,0.024,0.0,5.94
00274,2017-03,0.026,0.0,4.82
00274,2016-12,0.028,0.0,5.87
00274,2016-09,0.033,0.02,18.49
00274,2016-06,0.02,-0.04,26.78
00274,2015-10,0.098,0.0,0.0
00274,2015-09,0.098,0.0,0.0
00274,2015-06,0.098,0.0,0.0
00274,2015-03,0.098,0.0,0.0
00274,2014-12,0.098,0.0,0.0
00274,2014-09,0.098,0.0,0.0
00275,2019-03,0.018,0.004,28.03
00275,2018-12,0.016,0.0,36.64
00275,2018-09,0.017,-0.01,25.32
00275,2018-06,0.053,-0.01,8.7
00275,2018-03,0.081,-0.01,14.53
00275,2017-12,0.091,-0.01,29.67
00275,2017-09,0.09,-0.01,37.76
00275,2017-06,0.142,-0.03,23.0
00275,2017-03,0.164,0.01,22.4
00275,2016-12,0.185,0.01,20.79
00275,2016-09,0.1429,0.08,22.47
00275,2016-06,0.1195,0.06,24.17
00275,2016-03,0.1075,-0.31,50.49
00275,2015-12,0.3367,-0.11,9.79
00275,2015-09,0.3625,-0.21,60.21
00275,2015-06,0.6492,-1.49,83.02
00275,2015-03,1.4,-0.15,19.82
00275,2014-12,1.6593,-0.31,60.1
00276,2019-04,0.143,0.011,0.27
00276,2019-03,0.115,0.023,2.94
00276,2018-12,0.113,-0.04,0.92
00276,2018-09,0.112,0.01,1.9
00276,2018-06,0.138,-0.04,2.4
00276,2018-03,0.175,-0.02,6.85
00276,2017-12,0.18,-0.05,6.02
00276,2017-09,0.215,-0.03,6.85
00276,2017-06,0.214,0.01,7.75
00276,2017-03,0.26,-0.01,17.74
00276,2016-12,0.26,-0.04,112.93
00276,2016-09,0.14,0.14,21.2
00276,2016-06,0.154,-0.02,4.95
00276,2016-03,0.107,0.01,5.75
00276,2015-12,0.157,-0.06,2.49
00276,2015-09,0.221,-0.21,5.43
00276,2015-06,0.33,0.11,24.55
00276,2015-03,0.305,-0.06,7.35
00277,2019-04,3.94,-0.2,0.01
00277,2019-03,4.15,-0.15,0.01
00277,2018-07,4.166,-0.76,0.0
00277,2018-02,4.4424,0.41,0.02
00277,2017-12,4.3836,-0.98,0.03
00277,2017-09,4.4905,0.76,0.01
00277,2017-06,4.4905,0.04,0.04
00277,2017-03,4.4026,0.09,0.02
00277,2016-12,4.3714,-0.19,0.01
00277,2016-09,4.0799,0.68,0.06
00277,2016-06,4.1474,0.0,0.0
00277,2016-03,4.1474,-0.27,0.0
00277,2015-12,4.0711,0.63,0.0
00277,2015-09,3.9367,-1.2,0.0
00277,2015-06,4.5807,-0.28,0.0
00277,2015-03,5.2378,-0.48,0.0
00277,2014-12,4.5216,1.4,0.0
00277,2014-09,4.5048,-0.02,0.0
00278,2019-04,8.6,0.2,0.02
00278,2019-03,7.35,1.4,0.02
00278,2018-12,6.9037,-0.69,0.09
00278,2018-09,7.5645,-0.56,0.13
00278,2018-06,7.2621,1.18,0.86
00278,2018-03,7.0952,-0.46,0.09
00278,2017-12,7.1404,0.24,0.15
00278,2017-09,6.9197,-0.22,0.14
00278,2017-06,6.976,0.13,0.17
00278,2017-03,6.5098,0.38,0.18
00278,2016-12,6.2312,-0.12,0.17
00278,2016-09,5.8159,0.58,0.56
00278,2016-06,5.3756,0.26,0.27
00278,2016-03,4.9656,-0.55,0.19
00278,2015-12,5.0419,0.42,0.26
00278,2015-09,4.6139,-0.41,0.39
00278,2015-06,4.6933,0.46,0.74
00278,2015-03,4.0146,0.87,0.51
00279,2019-03,0.355,0.01,48.36
00279,2018-12,0.355,-0.37,56.2
00279,2018-09,0.7762,-0.09,106.55
00279,2018-06,0.7165,-13.07,268.15
00279,2018-03,4.6771,8.77,13.48
00279,2017-12,4.1795,0.6,4.0
00279,2017-09,4.3288,-0.6,4.38
00279,2017-06,4.4283,0.2,6.6
00279,2017-03,4.4283,0.0,4.79
00279,2016-12,4.5278,-0.7,9.63
00279,2016-09,3.8312,0.75,12.33
00279,2016-06,3.881,0.8,7.14
00279,2016-03,1.9007,-0.59,6.49
00279,2015-12,4.3288,-0.01,3.33
00279,2015-09,2.7863,-2.2,10.04
00279,2015-06,1.2041,5.67,41.59
00279,2015-03,1.025,0.1,9.05
00279,2014-12,1.08,0.29,10.15
00280,2019-03,0.27,0.055,3.76
00280,2018-12,0.265,-0.06,4.97
00280,2018-09,0.31,-0.15,1.53
00280,2018-06,0.425,-0.01,2.94
00280,2018-03,0.415,0.0,13.36
00280,2017-12,0.42,-0.1,5.46
00280,2017-09,0.475,-0.04,2.52
00280,2017-06,0.54,-0.08,3.6
00280,2017-03,0.6,-0.03,4.01
00280,2016-12,0.62,0.01,5.76
00280,2016-09,0.56,0.05,12.43
00280,2016-06,0.57,-0.05,10.37
00280,2016-03,0.53,-0.02,12.25
00280,2015-12,0.61,0.02,20.13
00280,2015-09,0.5477,-0.32,42.23
00280,2015-06,0.7531,0.2,56.3
00280,2015-03,0.6748,0.02,25.98
00280,2014-12,0.7335,-0.22,12.88
00281,2019-03,0.56,0.05,4.08
00281,2018-12,0.5,0.07,2.32
00281,2018-09,0.52,-0.05,1.88
00281,2018-06,0.5479,-0.02,4.48
00281,2018-03,0.4921,0.06,8.02
00281,2017-12,0.4921,-0.03,2.68
00281,2017-09,0.5107,-0.02,10.1
00281,2017-06,0.5014,-0.03,6.03
00281,2017-03,0.4433,0.12,5.92
00281,2016-12,0.3879,0.05,1.88
00281,2016-09,0.358,0.04,1.06
00281,2016-06,0.3136,0.06,1.31
00281,2016-03,0.2607,-0.04,0.59
00281,2015-12,0.2973,0.01,0.54
00281,2015-09,0.2647,-0.12,1.03
00281,2015-06,0.302,0.07,3.49
00281,2015-03,0.2745,-0.01,0.55
00281,2014-12,0.2745,-0.01,1.09
00282,2019-03,0.185,-0.02,1.77
00282,2018-12,0.193,0.0,6.0
00282,2018-09,0.187,-0.01,10.9
00282,2018-06,0.197,-0.15,0.98
00282,2018-03,0.25,-0.16,1.1
00282,2017-12,0.355,-0.04,4.6
00282,2017-09,0.3,0.07,4.62
00282,2017-06,0.305,-0.03,0.33
00282,2017-03,0.355,0.04,0.24
00282,2016-12,0.345,-0.03,0.31
00282,2016-09,0.38,0.08,0.52
00282,2016-06,0.375,-0.08,1.57
00282,2016-03,0.37,-0.06,1.19
00282,2015-12,0.46,-0.05,3.93
00282,2015-09,0.55,-0.24,1.01
00282,2015-06,0.6806,0.06,5.23
00282,2015-03,0.5833,0.11,1.89
00282,2014-12,0.5542,-0.22,6.64
00283,2017-05,7.75,0.63,0.98
00283,2017-03,6.01,1.09,2.08
00283,2016-12,4.72,1.11,1.65
00283,2016-09,2.9,2.93,10.4
00283,2016-06,2.81,-0.59,5.74
00283,2016-03,3.44,-5.21,15.4
00283,2015-12,5.43,1.96,5.13
00283,2015-09,5.1,-1.21,8.18
00283,2015-06,7.1,-5.57,13.34
00283,2015-03,4.08,8.73,4.37
00283,2014-12,4.11,0.04,3.65
00283,2014-09,3.93,0.22,4.26
00283,2014-06,3.34,1.43,3.36
00283,2014-03,3.14,0.07,0.0
00283,2013-12,3.1,-0.77,0.0
00283,2013-09,3.6,-0.11,0.0
00283,2013-06,4.12,-0.4,0.0
00283,2013-03,4.32,-0.33,0.0
00285,2019-03,8.8,0.28,28.59
00285,2018-12,8.3,-1.68,21.17
00285,2018-09,7.74,0.78,21.17
00285,2018-06,9.86,-3.61,24.86
00285,2018-03,13.5842,-2.25,22.98
00285,2017-12,13.9551,-5.92,34.63
00285,2017-09,15.1066,7.43,32.48
00285,2017-06,10.1805,4.57,32.31
00285,2017-03,5.4011,4.57,23.4
00285,2016-12,5.576,-0.35,14.04
00285,2016-09,4.2031,2.09,34.88
00285,2016-06,3.7233,-0.13,17.51
00285,2016-03,2.8117,0.28,21.34
00285,2015-12,3.7617,-0.62,16.12
00285,2015-09,3.9152,-5.46,31.09
00285,2015-06,8.9244,0.65,20.6
00285,2015-03,6.938,2.2,11.26
00285,2014-12,6.0839,-1.41,17.56
00286,2019-03,0.5,-0.04,9.89
00286,2018-12,0.58,-0.16,10.5
00286,2018-09,0.68,-0.07,14.89
00286,2018-06,0.72,-0.18,6.93
00286,2018-03,0.65,0.22,13.65
00286,2017-12,0.64,-0.03,6.9
00286,2017-09,0.55,0.12,16.74
00286,2017-06,0.59,-0.08,14.01
00286,2017-03,0.63,0.02,10.18
00286,2016-12,0.64,-0.04,9.28
00286,2016-09,0.6,-0.03,23.97
00286,2016-06,0.64,0.04,14.62
00286,2016-03,0.58,0.01,4.96
00286,2015-12,0.64,-0.08,14.01
00286,2015-09,0.55,0.05,33.14
00286,2015-06,0.56,0.08,45.03
00286,2015-03,0.41,0.16,17.4
00286,2014-12,0.425,-0.02,14.17
00287,2019-04,13.5,0.54,0.03
00287,2019-03,12.94,-1.14,0.44
00287,2018-12,12.8149,-0.91,0.25
00287,2018-09,13.146,0.9,0.32
00287,2018-06,12.2696,1.81,1.01
00287,2018-03,12.5033,-2.98,1.15
00287,2017-12,12.6537,0.65,0.45
00287,2017-09,10.5499,1.39,1.08
00287,2017-06,10.2435,-1.37,0.47
00287,2017-03,10.1095,0.83,0.37
00287,2016-12,9.3651,0.91,0.37
00287,2016-09,8.4315,0.94,0.36
00287,2016-06,8.3843,-0.24,0.08
00287,2016-03,8.2143,-0.33,0.4
00287,2015-12,8.8572,-0.24,0.08
00287,2015-09,8.4715,-2.35,1.93
00287,2015-06,7.7733,3.96,1.17
00287,2015-03,7.4475,-0.41,0.11
00288,2019-03,5.58,2.37,22.07
00288,2018-12,5.27,0.52,16.64
00288,2018-09,5.11,-0.83,17.84
00288,2018-06,5.9507,-1.75,16.82
00288,2018-03,7.9511,-0.44,16.29
00288,2017-12,7.2756,0.53,14.52
00288,2017-09,7.0007,0.44,17.85
00288,2017-06,6.1802,1.36,23.53
00288,2017-03,5.2681,0.38,10.92
00288,2016-12,5.6032,0.02,20.75
00288,2016-09,5.4465,0.19,15.83
00288,2016-06,4.9989,0.55,11.4
00288,2016-03,3.6882,1.15,7.97
00288,2015-12,3.3808,0.43,7.34
00288,2015-09,3.426,-1.27,8.76
00288,2015-06,3.9774,0.78,19.09
00288,2015-03,3.5707,-0.05,7.74
00288,2014-12,3.3899,-1.75,24.26
00289,2019-04,27.25,-0.1,0.03
00289,2019-03,25.0,2.2,0.25
00289,2018-12,25.1,-1.97,0.18
00289,2018-09,26.2321,-0.24,0.13
00289,2018-06,27.5891,-1.41,0.09
00289,2018-03,26.621,0.15,0.28
00289,2017-12,25.9434,0.3,0.63
00289,2017-09,23.103,2.98,0.42
00289,2017-06,22.539,0.48,0.42
00289,2017-03,21.2317,1.66,0.42
00289,2016-12,20.9612,0.07,0.31
00289,2016-09,19.8958,1.45,0.42
00289,2016-06,19.182,0.32,0.28
00289,2016-03,18.765,-2.53,0.4
00289,2015-12,20.5106,1.18,0.37
00289,2015-09,19.6189,-2.08,0.21
00289,2015-06,20.7251,0.62,0.75
00289,2015-03,19.0868,2.02,0.54
00290,2019-03,0.064,-0.015,2.55
00290,2018-12,0.062,0.01,3.2
00290,2018-09,0.093,-0.02,4.32
00290,2018-06,0.109,0.0,2.34
00290,2018-03,0.138,-0.01,6.15
00290,2017-12,0.157,0.02,10.04
00290,2017-09,0.154,-0.07,7.91
00290,2017-06,0.177,-0.07,10.93
00290,2017-03,0.25,-0.05,11.81
00290,2016-12,0.22,0.12,43.83
00290,2016-09,0.128,0.12,26.86
00290,2016-06,0.121,-0.01,14.42
00290,2016-03,0.085,0.01,8.12
00290,2015-12,0.11,-0.01,6.22
00290,2015-09,0.081,-0.11,27.4
00290,2015-06,0.13,0.11,96.93
00290,2015-03,0.119,-0.02,8.4
00290,2014-12,0.126,-0.04,36.57
00291,2019-03,24.1,5.7,13.12
00291,2018-12,25.25,-4.1,13.97
00291,2018-09,27.8101,-6.52,14.98
00291,2018-06,32.118,4.16,12.04
00291,2018-03,26.649,5.89,13.39
00291,2017-12,20.7822,6.86,11.51
00291,2017-09,18.5003,1.52,9.27
00291,2017-06,17.3315,2.08,8.99
00291,2017-03,14.2556,2.25,9.59
00291,2016-12,14.3345,-1.07,10.88
00291,2016-09,14.4528,0.92,14.2
00291,2016-06,12.9224,2.22,10.3
00291,2016-03,10.609,-1.97,23.29
00291,2015-12,12.1995,2.06,13.29
00291,2015-09,10.263,-9.86,19.65
00291,2015-06,7.0371,4.58,23.17
00291,2015-03,6.5344,-0.48,14.56
00291,2014-12,7.0371,-1.0,8.5
00292,2019-04,0.385,0.0,0.04
00292,2019-03,0.34,0.035,0.49
00292,2018-12,0.32,0.01,0.48
00292,2018-09,0.36,-0.07,0.68
00292,2018-06,0.448,-0.07,0.88
00292,2018-03,0.4824,0.03,3.64
00292,2017-12,0.4677,0.0,0.93
00292,2017-09,0.4665,-0.07,1.91
00292,2017-06,0.3742,0.18,6.93
00292,2017-03,0.3645,-0.92,1.8
00292,2016-09,0.4397,,
00292,2015-12,0.2857,0.15,2.66
00292,2015-09,0.2859,-0.18,0.39
00292,2015-06,0.3431,0.11,1.43
00292,2015-03,0.3431,-0.04,0.36
00292,2014-12,0.3399,0.09,0.92
00292,2014-09,0.3336,-0.06,0.74
00292,2014-06,0.2565,0.14,3.05
00293,2019-03,10.566,2.5636,5.53
00293,2018-12,9.669,-0.6545,3.36
00293,2018-09,10.704,-0.4352,4.42
00293,2018-06,11.942,-1.1232,5.39
00293,2018-03,11.6058,1.3843,8.7
00293,2017-12,10.8853,0.3186,10.2
00293,2017-09,11.1385,-0.3136,8.86
00293,2017-06,9.9312,0.8182,15.15
00293,2017-03,9.9506,1.0517,14.0
00293,2016-12,9.7364,-0.5858,8.19
00293,2016-09,10.418,-0.4565,12.65
00293,2016-06,10.3724,-1.7693,5.55
00293,2016-03,10.5011,-0.0053,5.93
00293,2015-12,12.0772,-1.0462,4.76
00293,2015-09,12.4696,-4.2224,7.14
00293,2015-06,16.4668,1.0347,7.8
00293,2015-03,14.9046,0.9565,6.03
00293,2014-12,12.4604,2.3934,8.71
00294,2019-04,3.28,0.07,0.05
