"['00252', '2015-09', '2.7187', '-1.04', '0.03', '13.18', '1.37', '1.19']","['00252', '2016-03', '2.9155', '-0.18', '0.02', '17.1', '1.65', '1.43']","['00252', '2016-09', '3.0937', '0.36', '0.04', '13.85', '1.57', '1.39']","['00252', '2017-03', '3.1821', '0.0', '0.0', '44.1', '2.07', '1.43']","['00252', '2017-09', '3.2865', '0.09', '2.31', '18.17', '2.68', '2.24']","['00252', '2018-03', '3.7735', '-0.38', '0.01', '29.8', '2.12', '1.38']","['00252', '2018-09', '4.1707', '0.14', '0.01', '0.66', '1.49', '0.98']"
"['00253', '2015-12', '2.5', '-0.02', '0.08', '35.3', '1.63', '1.63']","['00253', '2016-06', '2.45', '0.02', '0.27', '30.31', '0.7', '0.7']","['00253', '2016-12', '2.17', '0.03', '0.12', '80.2', '0.99', '0.99']","['00253', '2017-06', '2.76', '-0.09', '0.27', '49.36', '1.35', '1.35']","['00253', '2017-12', '2.65', '-0.1', '0.34', '168.4', '1.51', '1.5']","['00253', '2018-06', '2.4', '-0.13', '0.21', '58.91', '1.55', '1.55']","['00253', '2018-12', '2.1', '-0.36', '0.1', '128.3', '1.66', '1.65']"
"['00254', '2013-06', '0.0738', '-0.1', '0.0', '-19.0', '1.75', '1.75']","['00254', '2013-06', '0.0738', '-0.1', '0.0', '-3.81', '1.75', '1.75']","['00254', '2013-12', '0.0798', '-0.01', '0.0', '1.43', '1.48', '1.48']","['00254', '2014-06', '0.1596', '-0.05', '3.09', '0.33', '1.85', '1.85']","['00254', '2014-12', '0.1437', '-0.03', '4.18', '-2.6', '1.87', '1.87']","['00254', '2015-06', '0.166', '0.36', '90.01', '-0.79', '1.6', '1.6']","['00254', '2015-12', '0.222', '-0.04', '32.86', '-1.35', '1.79', '1.78']"
"['00255', '2015-12', '1.4854', '0.05', '1.34', '19.89', '4.16', '2.77']","['00255', '2016-06', '1.5012', '-0.02', '2.31', '11.99', '4.16', '2.95']","['00255', '2016-12', '2.0194', '0.06', '1.7', '30.35', '4.02', '2.97']","['00255', '2017-06', '2.6791', '0.38', '4.81', '23.96', '3.77', '2.65']","['00255', '2017-12', '3.0866', '-0.05', '1.53', '44.05', '4.41', '2.99']","['00255', '2018-06', '3.6119', '0.22', '1.79', '19.61', '4.72', '3.11']","['00255', '2018-12', '3.24', '-0.17', '0.95', '26.99', '0.0', '0.0']"
"['00256', '2015-06', '0.7465', '0.34', '14.47', '4.74', '3.15', '1.74']","['00256', '2015-12', '1.0322', '0.11', '2.8', '6.98', '3.45', '1.67']","['00256', '2016-06', '1.0229', '0.2', '5.38', '2.83', '2.6', '1.43']","['00256', '2016-12', '1.5516', '0.09', '4.12', '0.84', '1.18', '1.01']","['00256', '2017-06', '1.4862', '0.08', '5.4', '0.63', '1.1', '0.96']","['00256', '2017-12', '1.7145', '0.14', '4.5', '26.91', '1.14', '1.0']","['00256', '2018-06', '1.5411', '-0.01', '3.48', '3.84', '1.25', '1.12']"
"['00257', '2015-12', '8.185', '-0.77', '9.73', '46.5', '1.82', '1.78']","['00257', '2016-06', '6.866', '0.08', '8.4', '26.96', '1.7', '1.65']","['00257', '2016-12', '7.5447', '-0.42', '14.35', '62.12', '1.32', '1.28']","['00257', '2017-06', '8.7303', '-0.58', '10.14', '40.06', '1.52', '1.47']","['00257', '2017-12', '9.3824', '1.26', '15.2', '78.3', '1.4', '1.36']","['00257', '2018-06', '9.1732', '-0.71', '10.46', '49.1', '1.36', '1.3']","['00257', '2018-12', '6.1', '0.26', '12.33', '85.77', '1.95', '1.9']"
"['00258', '2015-12', '1.1941', '0.15', '0.35', '34.23', '1.64', '0.58']","['00258', '2016-06', '1.4601', '0.03', '0.59', '13.74', '1.67', '0.63']","['00258', '2016-12', '1.9388', '-0.01', '0.57', '52.87', '1.92', '0.74']","['00258', '2017-06', '2.8232', '0.44', '3.24', '27.96', '1.9', '1.15']","['00258', '2017-12', '2.8321', '-0.53', '1.7', '69.44', '1.86', '0.94']","['00258', '2018-06', '2.85', '-0.57', '1.89', '11.93', '1.84', '0.91']","['00258', '2018-12', '2.13', '-0.21', '0.67', '20.45', '0.0', '0.0']"
"['00259', '2015-09', '0.9348', '-0.49', '8.67', '7.25', '1.17', '0.8']","['00259', '2016-03', '1.2739', '-0.22', '2.1', '20.0', '1.23', '0.89']","['00259', '2016-09', '1.723', '0.61', '18.2', '36.7', '1.08', '0.78']","['00259', '2017-03', '3.5669', '-0.59', '9.24', '44.3', '1.26', '0.83']","['00259', '2017-09', '3.3094', '0.4', '12.72', '7.6', '1.21', '0.82']","['00259', '2018-03', '2.2137', '-1.3', '5.01', '12.1', '1.26', '0.84']","['00259', '2018-09', '1.35', '-0.39', '1.12', '8.7', '1.24', '0.83']"
"['00260', '2015-12', '0.238', '0.01', '13.3', '-5.45', '1.17', '1.16']","['00260', '2016-06', '0.176', '0.05', '2.71', '-1.15', '1.05', '1.05']","['00260', '2016-12', '0.132', '0.03', '9.57', '-4.37', '1.07', '1.07']","['00260', '2017-06', '0.09', '0.0', '2.59', '-2.02', '1.34', '1.33']","['00260', '2017-12', '0.086', '-0.01', '11.36', '-5.09', '1.12', '1.12']","['00260', '2018-06', '0.061', '0.0', '2.52', '-1.76', '1.09', '1.09']","['00260', '2018-12', '0.047', '-0.01', '1.33', '-8.7', '0.0', '0.0']"
"['00261', '2015-12', '0.017', '0.01', '80.24', '-0.1', '2.75', '1.19']","['00261', '2016-06', '0.016', '-0.01', '42.73', '-0.03', '2.77', '0.75']","['00261', '2016-12', '0.01', '0.0', '20.13', '-0.12', '2.94', '0.85']","['00261', '2017-06', '0.01', '0.0', '2.13', '-0.11', '3.2', '0.78']","['00261', '2017-12', '0.01', '0.0', '8.01', '-0.15', '3.75', '1.6']","['00261', '2018-06', '0.01', '0.0', '2.22', '-0.02', '4.0', '1.6']","['00261', '2018-12', '0.01', '0.0', '0.22', '-0.06', '0.0', '0.0']"
"['00262', '2015-09', '0.4002', '-0.18', '4.54', '0.64', '2.14', '0.53']","['00262', '2016-03', '0.303', '-0.03', '16.27', '17.68', '1.3', '0.38']","['00262', '2016-09', '0.2981', '0.0', '2.35', '3.33', '1.29', '1.28']","['00262', '2017-03', '0.303', '0.0', '1.77', '14.82', '1.73', '0.53']","['00262', '2017-09', '0.2404', '0.02', '5.17', '0.12', '1.78', '0.5']","['00262', '2018-03', '0.243', '0.02', '3.15', '4.89', '2.18', '0.42']","['00262', '2018-09', '0.222', '0.07', '6.09', '1.28', '2.79', '0.43']"
"['00263', '2015-12', '4.8734', '-1.5101', '135.08', '69.0', '12.26', '12.26']","['00263', '2016-06', '2.5253', '-2.3908', '40.2', '-106.0', '3.46', '3.46']","['00263', '2016-12', '2.6567', '0.2008', '56.48', '-96.0', '9.72', '9.72']","['00263', '2017-06', '1.6341', '-0.8324', '6.21', '-42.0', '9.4', '9.4']","['00263', '2017-12', '1.8046', '-0.2712', '8.88', '-40.0', '10.76', '10.76']","['00263', '2018-06', '1.6141', '-0.01', '2.26', '-24.0', '1.45', '1.45']","['00263', '2018-12', '0.6216', '-0.6814', '1.44', '-478.0', '0.0', '0.0']"
"['00264', '2016-03', '1.01', '-0.99', '20.88', '-8.31', '4.07', '1.87']","['00264', '2016-09', '1.0', '0.07', '5.06', '-3.29', '3.25', '1.57']","['00264', '2016-12', '1.11', '0.04', '7.12', '-3.1', '2.6', '1.38']","['00264', '2017-06', '0.85', '-0.17', '5.21', '-3.05', '2.05', '1.12']","['00264', '2017-12', '0.8', '0.0', '4.25', '-4.05', '3.28', '2.2']","['00264', '2018-06', '0.75', '0.44', '37.37', '-2.32', '2.13', '1.28']"
"['00265', '2015-12', '0.31', '0.04', '3.45', '0.01', '3.46', '3.24']","['00265', '2016-06', '0.173', '-0.11', '2.09', '-0.18', '1.73', '1.61']","['00265', '2016-12', '0.125', '0.01', '6.17', '-1.66', '5.41', '5.21']","['00265', '2017-06', '0.129', '0.0', '1.67', '-0.16', '7.98', '7.76']","['00265', '2017-12', '0.27', '0.04', '2.1', '-0.46', '7.82', '6.84']","['00265', '2018-06', '0.25', '-0.01', '0.74', '-0.28', '4.54', '4.01']","['00265', '2018-12', '0.15', '0.01', '0.05', '-0.64', '0.0', '0.0']"
"['00266', '2015-09', '6.8279', '-0.78', '0.02', '24.0', '1.72', '1.72']","['00266', '2016-03', '7.1972', '-0.01', '0.03', '92.0', '1.23', '1.23']","['00266', '2016-09', '7.1094', '0.23', '0.46', '11.0', '1.87', '1.87']","['00266', '2017-03', '7.659', '0.34', '0.1', '-19.0', '2.42', '2.42']","['00266', '2017-09', '8.1319', '0.31', '0.19', '-15.0', '1.97', '1.97']","['00266', '2018-03', '9.018', '-0.21', '0.28', '23.0', '2.46', '2.46']","['00266', '2018-09', '8.6768', '-0.15', '0.03', '20.0', '1.74', '1.74']"
"['00267', '2018-12', '11.24', '0.66', '2.26', '173.0', '0.9', '0.89']"
"['00268', '2015-12', '2.9441', '0.66', '52.88', '3.82', '3.35', '3.34']","['00268', '2016-06', '2.3153', '-0.11', '32.31', '4.655', '4.08', '4.07']","['00268', '2016-12', '2.7744', '-0.14', '35.61', '9.98', '3.2', '3.2']","['00268', '2017-06', '2.974', '0.04', '28.71', '3.715', '2.98', '2.97']","['00268', '2017-12', '3.4331', '0.96', '54.4', '11.04', '2.52', '2.51']","['00268', '2018-06', '7.0059', '0.15', '73.14', '5.54', '2.36', '2.35']","['00268', '2018-12', '5.5', '-1.6', '47.78', '15.05', '1.69', '1.69']"
"['00269', '2015-09', '0.2571', '-1.16', '15.29', '-56.5', '0.14', '0.1']","['00269', '2016-03', '0.068', '-0.05', '16.95', '-115.0', '0.11', '0.1']","['00269', '2016-09', '0.094', '0.03', '13.87', '-8.88', '0.11', '0.1']","['00269', '2017-03', '0.08', '-0.02', '11.55', '-25.0', '0.08', '0.07']","['00269', '2017-09', '0.187', '-0.01', '9.06', '-6.0', '0.06', '0.05']","['00269', '2018-03', '0.18', '0.01', '7.23', '-17.0', '0.03', '0.02']","['00269', '2018-09', '0.085', '-0.01', '3.1', '-8.0', '0.03', '0.03']"
"['00270', '2015-12', '9.1045', '-0.48', '6.5', '62.45', '2.85', '2.83']","['00270', '2016-06', '8.531', '1.99', '6.98', '36.33', '3.2', '3.17']","['00270', '2016-12', '9.2089', '-1.81', '6.33', '67.25', '2.85', '2.83']","['00270', '2017-06', '10.0965', '-0.04', '7.8', '59.37', '2.34', '1.79']","['00270', '2017-12', '9.9936', '-0.53', '6.92', '88.04', '2.13', '1.55']","['00270', '2018-06', '11.5147', '0.43', '6.59', '40.87', '2.42', '1.8']","['00270', '2018-12', '13.32', '1.4', '9.33', '76.71', '3.21', '2.03']"
"['00271', '2015-12', '0.6906', '0.0832', '2.51', '15.69', '23.08', '23.08']","['00271', '2016-06', '0.9464', '0.4218', '14.05', '-0.85', '3.54', '3.54']","['00271', '2016-12', '1.8674', '0.048', '10.49', '4.97', '5.95', '5.95']","['00271', '2017-06', '1.5624', '-0.3309', '6.56', '9.3', '29.62', '29.62']","['00271', '2017-12', '1.4263', '-0.1992', '3.26', '13.62', '26.2', '26.2']","['00271', '2018-06', '1.9501', '1.1478', '4.3', '6.3', '14.12', '14.12']","['00271', '2018-12', '2.9058', '-0.7435', '3.94', '9.08', '13.85', '13.85']"
"['00272', '2015-12', '1.5973', '0.32', '9.44', '10.0', '1.62', '0.86']","['00272', '2016-06', '1.6932', '-0.08', '5.42', '10.0', '1.59', '0.68']","['00272', '2016-12', '1.4819', '-0.45', '14.2', '14.0', '1.51', '0.74']","['00272', '2017-06', '1.5185', '0.16', '6.97', '11.2', '1.77', '0.99']","['00272', '2017-12', '1.7741', '0.15', '15.47', '20.8', '1.7', '0.87']","['00272', '2018-06', '1.8224', '-0.07', '14.43', '15.2', '1.65', '0.89']","['00272', '2018-12', '1.53', '-0.08', '5.22', '27.05', '1.1', '0.62']"
"['00273', '2015-12', '0.1727', '0.06', '4.9', '2.39', '10.62', '10.62']","['00273', '2016-06', '0.1662', '0.0', '1.33', '-4.1', '2.1', '2.1']","['00273', '2016-12', '0.1056', '-0.03', '4.25', '-2.65', '2.35', '2.18']","['00273', '2017-06', '0.096', '-0.01', '1.88', '-0.06', '5.01', '4.75']","['00273', '2017-12', '0.104', '0.03', '23.93', '-0.13', '4.12', '3.84']","['00273', '2018-06', '0.122', '0.01', '9.17', '0.3', '1.46', '1.38']","['00273', '2018-12', '0.121', '-0.01', '4.85', '0.2', '0.0', '0.0']"
"['00274', '2015-06', '0.098', '0.0', '0.0', '-0.44', '0.04', '0.04']","['00274', '2016-06', '0.02', '-0.04', '26.78', '-0.86', '2.87', '2.86']","['00274', '2016-12', '0.028', '0.0', '5.87', '-0.22', '1.99', '1.98']","['00274', '2017-06', '0.024', '0.0', '5.94', '-0.07', '1.74', '1.73']","['00274', '2017-12', '0.019', '0.0', '13.54', '-0.09', '2.44', '2.43']","['00274', '2018-06', '0.016', '0.0', '5.4', '-0.08', '2.17', '2.16']"
"['00275', '2015-09', '0.3625', '-0.21', '60.21', '1.0', '2.61', '0.48']","['00275', '2016-03', '0.1075', '-0.31', '50.49', '-29.0', '2.85', '0.46']","['00275', '2016-09', '0.1429', '0.08', '22.47', '33.2', '0.86', '0.29']","['00275', '2017-03', '0.164', '0.01', '22.4', '13.0', '1.11', '0.5']","['00275', '2017-09', '0.09', '-0.01', '37.76', '-1.4', '1.12', '0.46']","['00275', '2018-03', '0.081', '-0.01', '14.53', '-5.0', '1.04', '0.97']","['00275', '2018-09', '0.017', '-0.01', '25.32', '-6.7', '0.84', '0.77']"
"['00276', '2015-09', '0.221', '-0.21', '5.43', '6.84', '0.13', '0.11']","['00276', '2016-03', '0.107', '0.01', '5.75', '-32.0', '0.13', '0.11']","['00276', '2016-09', '0.14', '0.14', '21.2', '-8.7', '0.17', '0.15']","['00276', '2017-03', '0.26', '-0.01', '17.74', '-11.0', '0.23', '0.2']","['00276', '2017-09', '0.215', '-0.03', '6.85', '-10.52', '0.23', '0.19']","['00276', '2018-03', '0.175', '-0.02', '6.85', '-9.0', '0.28', '0.22']","['00276', '2018-09', '0.112', '0.01', '1.9', '-12.55', '0.28', '0.21']"
"['00277', '2015-09', '3.9367', '-1.2', '0.0', '-2.06', '0.76', '0.76']","['00277', '2016-03', '4.1474', '-0.27', '0.0', '-18.87', '1.43', '1.43']","['00277', '2016-09', '4.0799', '0.68', '0.06', '16.12', '0.22', '0.22']","['00277', '2017-03', '4.4026', '0.09', '0.02', '-9.52', '0.9', '0.9']","['00277', '2017-09', '4.4905', '0.76', '0.01', '15.94', '1.58', '1.58']"
"['00278', '2015-09', '4.6139', '-0.41', '0.39', '52.0', '4.99', '4.95']","['00278', '2016-03', '4.9656', '-0.55', '0.19', '54.0', '6.36', '6.3']","['00278', '2016-09', '5.8159', '0.58', '0.56', '22.0', '4.58', '4.54']","['00278', '2017-03', '6.5098', '0.38', '0.18', '64.0', '8.43', '8.39']","['00278', '2017-09', '6.9197', '-0.22', '0.14', '75.0', '8.14', '8.1']","['00278', '2018-03', '7.0952', '-0.46', '0.09', '214.0', '10.25', '10.22']","['00278', '2018-09', '7.5645', '-0.56', '0.13', '80.0', '4.6', '4.58']"
"['00279', '2015-09', '2.7863', '-2.2', '10.04', '-1.47', '12.89', '12.89']","['00279', '2016-03', '1.9007', '-0.59', '6.49', '-6.01', '7.29', '7.29']","['00279', '2016-09', '3.8312', '0.75', '12.33', '1.72', '5.54', '5.54']","['00279', '2017-03', '4.4283', '0.0', '4.79', '2.92', '10.7', '10.7']","['00279', '2017-09', '4.3288', '-0.6', '4.38', '1.53', '10.95', '10.95']","['00279', '2018-03', '4.6771', '8.77', '13.48', '1.76', '7.13', '7.13']","['00279', '2018-09', '0.7762', '-0.09', '106.55', '-112.0', '5.78', '5.78']"
"['00280', '2015-09', '0.5477', '-0.32', '42.23', '-8.8', '5.37', '1.49']","['00280', '2016-03', '0.53', '-0.02', '12.25', '-14.93', '5.82', '1.21']","['00280', '2016-09', '0.56', '0.05', '12.43', '-5.9', '6.23', '1.45']","['00280', '2017-03', '0.6', '-0.03', '4.01', '-9.41', '6.52', '1.52']","['00280', '2017-09', '0.475', '-0.04', '2.52', '-1.6', '6.24', '1.66']","['00280', '2018-03', '0.415', '0.0', '13.36', '-2.49', '6.38', '2.02']","['00280', '2018-09', '0.31', '-0.15', '1.53', '-0.5', '9.29', '2.93']"
"['00281', '2015-12', '0.2973', '0.01', '0.54', '6.68', '9.05', '8.89']","['00281', '2016-06', '0.3136', '0.06', '1.31', '4.22', '8.93', '8.78']","['00281', '2016-12', '0.3879', '0.05', '1.88', '11.71', '10.13', '9.98']","['00281', '2017-06', '0.5014', '-0.03', '6.03', '10.27', '8.73', '8.59']","['00281', '2017-12', '0.4921', '-0.03', '2.68', '10.78', '10.09', '9.95']","['00281', '2018-06', '0.5479', '-0.02', '4.48', '5.86', '9.5', '9.37']","['00281', '2018-12', '0.5', '0.07', '2.32', '6.79', '10.36', '10.25']"
"['00282', '2015-09', '0.55', '-0.24', '1.01', '-5.1', '1.79', '1.61']","['00282', '2016-03', '0.37', '-0.06', '1.19', '-13.4', '1.68', '1.54']","['00282', '2016-09', '0.38', '0.08', '0.52', '-6.1', '1.91', '1.78']","['00282', '2017-03', '0.355', '0.04', '0.24', '-16.2', '1.93', '1.8']","['00282', '2017-09', '0.3', '0.07', '4.62', '-7.0', '1.62', '1.5']","['00282', '2018-03', '0.25', '-0.16', '1.1', '-19.6', '1.34', '1.2']","['00282', '2018-09', '0.187', '-0.01', '10.9', '-11.3', '0.89', '0.8']"
"['00283', '2013-09', '3.6', '-0.11', '0.0', '20.46', '2.11', '0.41']","['00283', '2014-03', '3.14', '0.07', '0.0', '23.99', '1.84', '0.35']","['00283', '2014-09', '3.93', '0.22', '4.26', '14.7', '1.69', '0.19']","['00283', '2015-03', '4.08', '8.73', '4.37', '18.36', '1.29', '0.04']","['00283', '2015-09', '5.1', '-1.21', '8.18', '10.44', '1.18', '1.17']","['00283', '2016-03', '3.44', '-5.21', '15.4', '15.31', '1.1', '0.14']","['00283', '2016-09', '2.9', '2.93', '10.4', '10.96', '1.29', '0.83']"
"['00285', '2015-12', '3.7617', '-0.62', '16.12', '40.0', '1.24', '0.9']","['00285', '2016-06', '3.7233', '-0.13', '17.51', '27.0', '1.41', '0.95']","['00285', '2016-12', '5.576', '-0.35', '14.04', '55.0', '1.34', '1.06']","['00285', '2017-06', '10.1805', '4.57', '32.31', '59.0', '1.49', '1.05']","['00285', '2017-12', '13.9551', '-5.92', '34.63', '115.0', '1.5', '1.09']","['00285', '2018-06', '9.86', '-3.61', '24.86', '50.0', '1.56', '1.09']","['00285', '2018-12', '8.3', '-1.68', '21.17', '110.71', '1.7', '1.22']"
"['00286', '2015-12', '0.64', '-0.08', '14.01', '1.36', '3.3', '3.19']","['00286', '2016-06', '0.64', '0.04', '14.62', '1.3', '2.65', '2.18']","['00286', '2016-12', '0.64', '-0.04', '9.28', '1.62', '5.04', '4.8']","['00286', '2017-06', '0.59', '-0.08', '14.01', '0.24', '6.9', '6.72']","['00286', '2017-12', '0.64', '-0.03', '6.9', '0.05', '1.13', '1.11']","['00286', '2018-06', '0.72', '-0.18', '6.93', '0.24', '1.07', '1.02']","['00286', '2018-12', '0.58', '-0.16', '10.5', '0.07', '0.0', '0.0']"
"['00287', '2015-09', '8.4715', '-2.35', '1.93', '77.0', '2.46', '2.46']","['00287', '2016-03', '8.2143', '-0.33', '0.4', '9.0', '2.7', '2.7']","['00287', '2016-09', '8.4315', '0.94', '0.36', '29.6', '3.26', '3.26']","['00287', '2017-03', '10.1095', '0.83', '0.37', '127.0', '3.75', '3.75']","['00287', '2017-09', '10.5499', '1.39', '1.08', '342.6', '7.79', '7.79']","['00287', '2018-03', '12.5033', '-2.98', '1.15', '903.0', '19.03', '19.03']","['00287', '2018-09', '13.146', '0.9', '0.32', '173.2', '19.12', '19.12']"
"['00288', '2015-12', '3.3808', '0.43', '7.34', '5.75', '1.82', '1.21']","['00288', '2016-06', '4.9989', '0.55', '11.4', '4.03', '1.51', '0.98']","['00288', '2016-12', '5.6032', '0.02', '20.75', '7.58', '1.46', '0.95']","['00288', '2017-06', '6.1802', '1.36', '23.53', '4.07', '1.57', '0.99']","['00288', '2017-12', '7.2756', '0.53', '14.52', '7.79', '1.62', '0.79']","['00288', '2018-06', '5.9507', '-1.75', '16.82', '3.5', '1.58', '0.95']","['00288', '2018-12', '5.27', '0.52', '16.64', '50.37', '1.64', '1.02']"
"['00289', '2015-12', '20.5106', '1.18', '0.37', '361.9', '8.08', '7.85']","['00289', '2016-06', '19.182', '0.32', '0.28', '145.9', '8.57', '8.36']","['00289', '2016-12', '20.9612', '0.07', '0.31', '334.7', '5.83', '5.68']","['00289', '2017-06', '22.539', '0.48', '0.42', '419.2', '6.62', '6.48']","['00289', '2017-12', '25.9434', '0.3', '0.63', '903.1', '6.85', '6.68']","['00289', '2018-06', '27.5891', '-1.41', '0.09', '273.7', '7.09', '6.93']","['00289', '2018-12', '25.1', '-1.97', '0.18', '577.7', '0.0', '0.0']"
"['00290', '2015-09', '0.081', '-0.11', '27.4', '-0.34', '1.44', '1.44']","['00290', '2016-03', '0.085', '0.01', '8.12', '-1.24', '1.5', '1.5']","['00290', '2016-09', '0.128', '0.12', '26.86', '1.96', '2.55', '2.55']","['00290', '2017-03', '0.25', '-0.05', '11.81', '0.85', '3.39', '3.39']","['00290', '2017-09', '0.154', '-0.07', '7.91', '-0.13', '5.43', '5.43']","['00290', '2018-03', '0.138', '-0.01', '6.15', '-0.95', '2.03', '2.03']","['00290', '2018-09', '0.093', '-0.02', '4.32', '-0.98', '2.0', '2.0']"
"['00291', '2015-12', '12.1995', '2.06', '13.29', '-165.0', '0.59', '0.24']","['00291', '2016-06', '12.9224', '2.22', '10.3', '23.0', '0.66', '0.33']","['00291', '2016-12', '14.3345', '-1.07', '10.88', '22.0', '0.53', '0.24']","['00291', '2017-06', '17.3315', '2.08', '8.99', '36.0', '0.58', '0.28']","['00291', '2017-12', '20.7822', '6.86', '11.51', '36.0', '0.49', '0.19']","['00291', '2018-06', '32.118', '4.16', '12.04', '46.0', '0.58', '0.34']","['00291', '2018-12', '25.25', '-4.1', '13.97', '34.24', '0.46', '0.17']"
"['00292', '2015-09', '0.2859', '-0.18', '0.39', '9.8', '3.18', '3.16']","['00292', '2016-09', '0.4397', '', '', '13.3', '8.61', '8.56']","['00292', '2017-03', '0.3645', '-0.92', '1.8', '21.45', '4.91', '4.51']","['00292', '2017-09', '0.4665', '-0.07', '1.91', '9.5', '5.29', '4.92']","['00292', '2018-03', '0.4824', '0.03', '3.64', '8.5', '3.25', '3.04']","['00292', '2018-09', '0.36', '-0.07', '0.68', '6.4', '2.71', '2.52']"
"['00293', '2015-12', '12.0772', '-1.0462', '4.76', '152.5', '0.67', '0.64']","['00293', '2016-06', '10.3724', '-1.7693', '5.55', '9.0', '0.67', '0.64']","['00293', '2016-12', '9.7364', '-0.5858', '8.19', '-14.6', '0.71', '0.68']","['00293', '2017-06', '9.9312', '0.8182', '15.15', '-52.1', '0.66', '0.63']","['00293', '2017-12', '10.8853', '0.3186', '10.2', '-32.0', '0.8', '0.76']","['00293', '2018-06', '11.942', '-1.1232', '5.39', '-6.7', '0.67', '0.64']","['00293', '2018-12', '9.669', '-0.6545', '3.36', '59.6', '0.61', '0.57']"
"['00294', '2015-09', '2.0392', '-0.34', '0.08', '-9.0', '3.17', '2.46']","['00294', '2016-03', '2.0571', '0.15', '0.23', '2.0', '4.12', '3.48']","['00294', '2016-09', '2.236', '0.12', '0.42', '5.0', '3.53', '2.87']","['00294', '2017-03', '2.5635', '-0.11', '0.94', '15.0', '4.18', '3.64']","['00294', '2017-09', '2.6192', '0.02', '0.97', '-1.0', '3.39', '2.78']","['00294', '2018-03', '2.6332', '0.05', '1.2', '18.0', '5.0', '4.33']","['00294', '2018-09', '2.6813', '0.2', '0.49', '1.0', '3.83', '3.02']"
"['00295', '2015-12', '0.51', '-0.02', '3.4', '-1.08', '1.57', '1.57']","['00295', '2016-12', '0.28', '-0.07', '1.35', '0.39', '1.36', '1.36']","['00295', '2017-06', '0.28', '0.03', '3.58', '0.43', '0.89', '0.89']","['00295', '2017-12', '0.248', '-0.13', '1.76', '0.8', '0.95', '0.95']","['00295', '2018-06', '0.171', '-0.01', '0.67', '0.1', '1.02', '1.02']","['00295', '2018-12', '0.073', '-0.01', '1.86', '0.11', '0.0', '0.0']"
"['00296', '2015-09', '1.1427', '-0.3', '5.68', '9.0', '4.27', '4.25']","['00296', '2016-03', '1.0083', '0.1', '3.84', '20.0', '4.71', '4.69']","['00296', '2016-09', '1.5296', '0.18', '4.98', '8.0', '4.65', '4.64']","['00296', '2017-03', '1.6041', '-0.05', '4.38', '27.0', '5.23', '5.22']","['00296', '2017-09', '1.6585', '0.07', '7.07', '9.0', '5.24', '5.23']","['00296', '2018-03', '1.5446', '-0.13', '4.96', '30.0', '4.62', '4.6']","['00296', '2018-09', '1.4422', '-0.14', '2.81', '10.0', '5.14', '5.12']"
"['00298', '2015-09', '0.3117', '-0.11', '5.87', '4.07', '2.36', '0.87']","['00298', '2016-03', '0.2521', '-0.08', '5.29', '4.91', '2.46', '0.93']","['00298', '2016-09', '0.2841', '0.12', '24.35', '3.73', '2.52', '1.57']","['00298', '2017-03', '0.4028', '0.06', '8.69', '61.57', '5.03', '3.29']","['00298', '2017-09', '0.54', '0.04', '12.47', '4.09', '4.38', '2.21']","['00298', '2018-03', '0.5222', '-0.05', '4.14', '11.89', '3.56', '2.25']","['00298', '2018-09', '0.4616', '-0.03', '2.08', '4.01', '2.75', '1.83']"
"['00299', '2015-12', '3.02', '1.38', '58.36', '-0.575', '1.08', '1.08']","['00299', '2016-06', '2.2', '-1.2', '23.77', '-1.243', '1.43', '1.43']","['00299', '2016-12', '1.68', '-0.32', '10.55', '-5.628', '1.8', '1.8']","['00299', '2017-06', '0.8', '-0.58', '9.19', '0.612', '1.9', '1.9']","['00299', '2017-12', '0.62', '0.0', '16.93', '5.3', '1.34', '0.59']","['00299', '2018-06', '0.69', '0.17', '4.44', '3.586', '1.33', '0.48']","['00299', '2018-12', '0.265', '-0.01', '7.8', '2.8', '0.0', '0.0']"
"['00303', '2015-09', '72.4079', '-9.29', '8.66', '39.9', '1.81', '1.08']","['00303', '2016-03', '63.4319', '10.05', '11.41', '72.2', '2.17', '1.42']","['00303', '2016-09', '69.408', '7.62', '6.14', '28.4', '1.7', '1.01']","['00303', '2017-03', '76.5129', '-9.54', '14.61', '71.3', '1.97', '1.27']","['00303', '2017-09', '95.9584', '-5.15', '6.2', '41.2', '1.63', '0.95']","['00303', '2018-03', '90.2937', '-3.05', '8.56', '82.1', '2.11', '1.34']","['00303', '2018-09', '81.7982', '4.75', '6.89', '35.8', '1.58', '0.86']"
"['00305', '2015-12', '0.4489', '0.23', '6.35', '4.92', '0.91', '0.73']","['00305', '2016-06', '0.5163', '-0.01', '2.03', '3.61', '0.94', '0.82']","['00305', '2016-12', '0.5067', '0.02', '6.45', '7.67', '0.9', '0.76']","['00305', '2017-06', '0.5832', '-0.04', '6.37', '4.15', '0.93', '0.87']","['00305', '2017-12', '0.536', '-0.06', '4.76', '9.42', '0.85', '0.72']","['00305', '2018-06', '0.44', '-0.05', '1.48', '2.26', '0.83', '0.72']","['00305', '2018-12', '0.275', '-0.06', '0.39', '3.94', '0.0', '0.0']"
